audit_requirement_id,decision_action_routing_id,action_id,action_name,audit_required,audit_event_type,required_actor_role,evidence_attachment_required,reason_required,timestamp_required,approval_reference_required,future_audit_status,governance_note
AUD-3328420B,DAR-C77E9C9A,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C94656FA,DAR-C77E9C9A,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-806DD75C,DAR-C77E9C9A,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0C8DE254,DAR-C77E9C9A,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-076ACF56,DAR-C77E9C9A,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FA8C4D6D,DAR-C77E9C9A,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-204E48BF,DAR-C77E9C9A,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2DA35023,DAR-C77E9C9A,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-65914596,DAR-C77E9C9A,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4D6AC19E,DAR-C77E9C9A,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B862722F,DAR-C77E9C9A,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0E439AF7,DAR-C77E9C9A,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F4812C46,DAR-C77E9C9A,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F483B482,DAR-C77E9C9A,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E0FEF368,DAR-C77E9C9A,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-714BC8AF,DAR-C77E9C9A,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-36C22A2C,DAR-C77E9C9A,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-F2E3F0F6,DAR-723BDBA2,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F050BD02,DAR-723BDBA2,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5E0AD8A9,DAR-723BDBA2,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9A9A1E4F,DAR-723BDBA2,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-480625B5,DAR-723BDBA2,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0288DF5D,DAR-723BDBA2,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7D89325F,DAR-723BDBA2,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-281C54BF,DAR-723BDBA2,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B7D0069C,DAR-723BDBA2,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9661EA9D,DAR-723BDBA2,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-219E4161,DAR-723BDBA2,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-3CD5532F,DAR-723BDBA2,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F06B9B8B,DAR-723BDBA2,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5915435F,DAR-723BDBA2,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FEBA7069,DAR-723BDBA2,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FEA5F8E6,DAR-723BDBA2,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-41258A85,DAR-723BDBA2,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1404619C,DAR-723BDBA2,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-AF7FA4DF,DAR-7D642AEB,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DA0A0D19,DAR-7D642AEB,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EF6DD95D,DAR-7D642AEB,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DD5C469D,DAR-7D642AEB,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5533719E,DAR-7D642AEB,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-18E335B5,DAR-7D642AEB,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-75B9289B,DAR-7D642AEB,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4DEBCF75,DAR-7D642AEB,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FE10C3B2,DAR-7D642AEB,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2DB1B83F,DAR-7D642AEB,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B6591B4C,DAR-7D642AEB,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-394AAD22,DAR-7D642AEB,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-31EFB071,DAR-7D642AEB,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-09274529,DAR-7D642AEB,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D8926273,DAR-7D642AEB,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C17E6BFE,DAR-7D642AEB,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FDBF0105,DAR-7D642AEB,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-99EA4AFE,DAR-7D642AEB,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-70F9000B,DAR-6107C21A,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-85770E47,DAR-6107C21A,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3FEDA2B8,DAR-6107C21A,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1B8AF0A4,DAR-6107C21A,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7CC00F7B,DAR-6107C21A,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-74CB9C5B,DAR-6107C21A,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F521B73A,DAR-6107C21A,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FBFA6D34,DAR-6107C21A,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EE17CBF1,DAR-6107C21A,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C25A9EFA,DAR-6107C21A,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-06E4E8BB,DAR-6107C21A,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-0D0DDB42,DAR-6107C21A,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-82AED71F,DAR-6107C21A,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-88470112,DAR-6107C21A,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DEA640AA,DAR-6107C21A,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C85ADA1F,DAR-6107C21A,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-874AE4DF,DAR-6107C21A,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C0B870AB,DAR-6107C21A,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-7BF59FEA,DAR-C17134B2,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
