integrated_decision_id,approval_package_id,lineage_available,lineage_stages,stage_count,raw_data_source,processed_data_source,kpi_source,trend_threshold_source,risk_source,recommendation_source,scenario_source,financial_source,integration_source,lineage_completeness_score
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,True,raw data → processed data → processed data → KPI calculation → KPI calculation → trend and threshold → trend and threshold → risk prioritisation → risk prioritisation → recommendation → recommendation → scenario modelling → scenario modelling → financial analysis → financial analysis → integrated decision record,9,Phase 1 Data Foundation,Phase 1 Data Processing,Phase 2A KPI Analytics,Phase 2B Early Warning,Phase 2B Risk Intelligence,Phase 2C-1 Recommendations,Phase 2C-2 Scenario Modelling,Phase 2C-3 Financial Impact,Phase 2D-1 Integrated Decision Model,0.89
