integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,approval_status,brief_title,executive_headline,current_issue_summary,why_it_matters,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,displacement_risk,estimated_scenario_cost,estimated_financial_benefit,estimated_net_financial_impact,lower_financial_estimate,central_financial_estimate,upper_financial_estimate,financial_confidence,affordability_status,main_blocking_condition,top_secondary_conditions,failed_gates,required_resolution,primary_permitted_action,secondary_permitted_actions,escalation_status,monitoring_required,top_management_questions,blocking_question_count,causality_status,provisional_warning,contradiction_warning,evidence_completeness_status,lineage_completeness_status,future_audit_status,display_colour,display_icon,display_priority
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 30.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 15.09920634920635,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -34.99999999999999%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 17.994505494505493,Estimated impact: -9.99999999999999%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 24.722222222222214,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Lineage Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,,Surgery,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Bed Occupancy Rate Attention,Surgery is experiencing Bed Occupancy Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,,Surgery,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Surgery Patient Satisfaction Score Attention,Surgery is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
