decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250504,59.47,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-05-04 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250517,58.47,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-05-17 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250521,65.02,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-05-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250529,58.34,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-05-29 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250606,89.76,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-06-06 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250613,86.85,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-06-13 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250618,57.57,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-06-18 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250702,61.94,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-07-02 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250709,84.17,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-07-09 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250726,59.7,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-07-26 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250802,62.82,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-08-02 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250822,62.34,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-08-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250903,64.78,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-09-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250916,75.74,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-09-16 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250929,65.87,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-09-29 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251020,63.04,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-10-20 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251026,86.58,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-10-26 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251111,57.0,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-11-11 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251127,63.79,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-11-27 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251203,73.39,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-12-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250120,59.69,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-01-20 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250125,64.69,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-01-25 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250214,55.39,Prompt Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-02-14 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250226,58.27,Prompt Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-02-26 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250304,55.83,Prompt Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-03-04 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250314,77.14,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-03-14 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250319,81.53,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-03-19 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250422,64.12,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-04-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250502,57.09,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-05-02 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250509,60.05,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-05-09 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Surgery,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250602,87.24,Immediate Review,kpi_002,Staff Absenteeism Rate,Department DEPT-SURG on 2025-06-02 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,5 days
