integrated_management_brief_id,decision_package_id,export_type,export_appendix,display_order,available_flag,governance_note
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
