bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000926,HOSP-001,DEPT-SURG,2026-11-05,2026-11,100,99,97,96,3,4,0,False,False,,True,BED-000000926,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000927,HOSP-001,DEPT-ICU,2026-11-05,2026-11,24,23,22,22,2,0,0,False,False,,True,BED-000000927,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000928,HOSP-001,DEPT-MED,2026-11-06,2026-11,120,113,105,91,15,0,0,False,False,,True,BED-000000928,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000929,HOSP-001,DEPT-SURG,2026-11-06,2026-11,100,97,89,77,11,2,0,False,False,,True,BED-000000929,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000930,HOSP-001,DEPT-ICU,2026-11-06,2026-11,24,23,22,22,2,0,0,False,False,,True,BED-000000930,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000931,HOSP-001,DEPT-MED,2026-11-07,2026-11,120,109,108,93,12,0,0,False,False,,True,BED-000000931,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000932,HOSP-001,DEPT-SURG,2026-11-07,2026-11,100,99,92,88,8,1,0,False,False,,True,BED-000000932,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000933,HOSP-001,DEPT-ICU,2026-11-07,2026-11,24,22,20,18,4,0,0,False,False,,True,BED-000000933,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000934,HOSP-001,DEPT-MED,2026-11-08,2026-11,120,109,102,96,18,3,0,False,False,,True,BED-000000934,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000935,HOSP-001,DEPT-SURG,2026-11-08,2026-11,100,99,96,84,4,3,0,False,False,,True,BED-000000935,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000936,HOSP-001,DEPT-ICU,2026-11-08,2026-11,24,23,21,19,3,0,0,False,False,,True,BED-000000936,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000937,HOSP-001,DEPT-MED,2026-11-09,2026-11,120,115,114,108,6,3,0,False,False,,True,BED-000000937,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000938,HOSP-001,DEPT-SURG,2026-11-09,2026-11,100,95,94,78,6,0,0,False,False,,True,BED-000000938,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000939,HOSP-001,DEPT-ICU,2026-11-09,2026-11,24,23,22,18,2,0,0,False,False,,True,BED-000000939,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000940,HOSP-001,DEPT-MED,2026-11-10,2026-11,120,110,103,105,17,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000940,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000941,HOSP-001,DEPT-SURG,2026-11-10,2026-11,100,93,86,83,14,2,0,False,False,,True,BED-000000941,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000942,HOSP-001,DEPT-ICU,2026-11-10,2026-11,24,21,20,17,4,0,0,False,False,,True,BED-000000942,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000943,HOSP-001,DEPT-MED,2026-11-11,2026-11,120,113,109,108,11,3,0,False,False,,True,BED-000000943,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000944,HOSP-001,DEPT-SURG,2026-11-11,2026-11,100,98,96,79,4,1,0,False,False,,True,BED-000000944,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000945,HOSP-001,DEPT-ICU,2026-11-11,2026-11,24,22,21,21,3,0,0,False,False,,True,BED-000000945,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000946,HOSP-001,DEPT-MED,2026-11-12,2026-11,120,108,105,104,15,1,0,False,False,,True,BED-000000946,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000947,HOSP-001,DEPT-SURG,2026-11-12,2026-11,100,93,87,88,13,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000947,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000948,HOSP-001,DEPT-ICU,2026-11-12,2026-11,24,23,22,22,2,1,0,False,False,,True,BED-000000948,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000949,HOSP-001,DEPT-MED,2026-11-13,2026-11,120,108,104,101,16,0,0,False,False,,True,BED-000000949,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000950,HOSP-001,DEPT-SURG,2026-11-13,2026-11,100,97,92,85,8,1,0,False,False,,True,BED-000000950,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000951,HOSP-001,DEPT-ICU,2026-11-13,2026-11,24,23,21,17,3,0,0,False,False,,True,BED-000000951,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000952,HOSP-001,DEPT-MED,2026-11-14,2026-11,120,110,108,89,12,2,0,False,False,,True,BED-000000952,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000953,HOSP-001,DEPT-SURG,2026-11-14,2026-11,100,94,91,84,9,2,0,False,False,,True,BED-000000953,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000954,HOSP-001,DEPT-ICU,2026-11-14,2026-11,24,23,21,20,3,0,0,False,False,,True,BED-000000954,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000955,HOSP-001,DEPT-MED,2026-11-15,2026-11,120,115,112,111,8,0,0,False,False,,True,BED-000000955,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000956,HOSP-001,DEPT-SURG,2026-11-15,2026-11,100,95,90,85,10,1,0,False,False,,True,BED-000000956,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000957,HOSP-001,DEPT-ICU,2026-11-15,2026-11,24,21,19,15,5,0,0,False,False,,True,BED-000000957,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000958,HOSP-001,DEPT-MED,2026-11-16,2026-11,120,119,118,115,2,3,0,False,False,,True,BED-000000958,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000959,HOSP-001,DEPT-SURG,2026-11-16,2026-11,100,93,92,79,8,0,0,False,False,,True,BED-000000959,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000960,HOSP-001,DEPT-ICU,2026-11-16,2026-11,24,23,22,20,2,0,0,False,False,,True,BED-000000960,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000961,HOSP-001,DEPT-MED,2026-11-17,2026-11,120,118,115,117,5,1,2,True,True,Occupied exceeds operational capacity,True,BED-000000961,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000962,HOSP-001,DEPT-SURG,2026-11-17,2026-11,100,91,86,86,14,0,0,False,False,,True,BED-000000962,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000963,HOSP-001,DEPT-ICU,2026-11-17,2026-11,24,23,21,19,3,0,0,False,False,,True,BED-000000963,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000964,HOSP-001,DEPT-MED,2026-11-18,2026-11,120,113,106,95,14,3,0,False,False,,True,BED-000000964,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000965,HOSP-001,DEPT-SURG,2026-11-18,2026-11,100,94,89,92,11,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000965,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000966,HOSP-001,DEPT-ICU,2026-11-18,2026-11,24,21,19,18,5,0,0,False,False,,True,BED-000000966,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000967,HOSP-001,DEPT-MED,2026-11-19,2026-11,120,116,108,109,12,4,1,True,True,Occupied exceeds operational capacity,True,BED-000000967,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000968,HOSP-001,DEPT-SURG,2026-11-19,2026-11,100,95,94,96,6,2,2,True,True,Occupied exceeds operational capacity,True,BED-000000968,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000969,HOSP-001,DEPT-ICU,2026-11-19,2026-11,24,22,20,19,4,0,0,False,False,,True,BED-000000969,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000970,HOSP-001,DEPT-MED,2026-11-20,2026-11,120,111,105,88,15,2,0,False,False,,True,BED-000000970,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000971,HOSP-001,DEPT-SURG,2026-11-20,2026-11,100,95,90,84,10,3,0,False,False,,True,BED-000000971,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000972,HOSP-001,DEPT-ICU,2026-11-20,2026-11,24,22,21,21,3,0,0,False,False,,True,BED-000000972,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000973,HOSP-001,DEPT-MED,2026-11-21,2026-11,120,113,108,111,12,2,3,True,True,Occupied exceeds operational capacity,True,BED-000000973,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000974,HOSP-001,DEPT-SURG,2026-11-21,2026-11,100,92,90,77,10,0,0,False,False,,True,BED-000000974,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000975,HOSP-001,DEPT-ICU,2026-11-21,2026-11,24,21,19,19,5,0,0,False,False,,True,BED-000000975,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000976,HOSP-001,DEPT-MED,2026-11-22,2026-11,120,118,108,112,12,2,4,True,True,Occupied exceeds operational capacity,True,BED-000000976,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000977,HOSP-001,DEPT-SURG,2026-11-22,2026-11,100,92,85,72,15,2,0,False,False,,True,BED-000000977,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000978,HOSP-001,DEPT-ICU,2026-11-22,2026-11,24,23,22,18,2,0,0,False,False,,True,BED-000000978,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000979,HOSP-001,DEPT-MED,2026-11-23,2026-11,120,109,108,111,12,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000979,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000980,HOSP-001,DEPT-SURG,2026-11-23,2026-11,100,94,89,74,11,3,0,False,False,,True,BED-000000980,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000981,HOSP-001,DEPT-ICU,2026-11-23,2026-11,24,23,22,18,2,0,0,False,False,,True,BED-000000981,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000982,HOSP-001,DEPT-MED,2026-11-24,2026-11,120,115,114,105,6,1,0,False,False,,True,BED-000000982,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000983,HOSP-001,DEPT-SURG,2026-11-24,2026-11,100,94,87,72,13,2,0,False,False,,True,BED-000000983,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000984,HOSP-001,DEPT-ICU,2026-11-24,2026-11,24,22,21,20,3,0,0,False,False,,True,BED-000000984,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000985,HOSP-001,DEPT-MED,2026-11-25,2026-11,120,111,109,92,11,4,0,False,False,,True,BED-000000985,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000986,HOSP-001,DEPT-SURG,2026-11-25,2026-11,100,90,89,74,11,0,0,False,False,,True,BED-000000986,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000987,HOSP-001,DEPT-ICU,2026-11-25,2026-11,24,22,20,17,4,0,0,False,False,,True,BED-000000987,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000988,HOSP-001,DEPT-MED,2026-11-26,2026-11,120,118,114,113,6,2,0,False,False,,True,BED-000000988,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000989,HOSP-001,DEPT-SURG,2026-11-26,2026-11,100,99,92,83,8,0,0,False,False,,True,BED-000000989,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000990,HOSP-001,DEPT-ICU,2026-11-26,2026-11,24,22,21,20,3,0,0,False,False,,True,BED-000000990,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000991,HOSP-001,DEPT-MED,2026-11-27,2026-11,120,110,101,94,19,3,0,False,False,,True,BED-000000991,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000992,HOSP-001,DEPT-SURG,2026-11-27,2026-11,100,97,91,91,9,2,0,False,False,,True,BED-000000992,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000993,HOSP-001,DEPT-ICU,2026-11-27,2026-11,24,22,21,21,3,0,0,False,False,,True,BED-000000993,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000994,HOSP-001,DEPT-MED,2026-11-28,2026-11,120,109,103,89,17,3,0,False,False,,True,BED-000000994,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000995,HOSP-001,DEPT-SURG,2026-11-28,2026-11,100,98,93,80,7,1,0,False,False,,True,BED-000000995,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000996,HOSP-001,DEPT-ICU,2026-11-28,2026-11,24,22,20,20,4,0,0,False,False,,True,BED-000000996,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000997,HOSP-001,DEPT-MED,2026-11-29,2026-11,120,115,112,103,8,3,0,False,False,,True,BED-000000997,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000998,HOSP-001,DEPT-SURG,2026-11-29,2026-11,100,97,94,97,6,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000998,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000999,HOSP-001,DEPT-ICU,2026-11-29,2026-11,24,22,20,19,4,0,0,False,False,,True,BED-000000999,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001000,HOSP-001,DEPT-MED,2026-11-30,2026-11,120,113,111,99,9,3,0,False,False,,True,BED-000001000,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001001,HOSP-001,DEPT-SURG,2026-11-30,2026-11,100,94,87,78,13,3,0,False,False,,True,BED-000001001,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001002,HOSP-001,DEPT-ICU,2026-11-30,2026-11,24,21,20,17,4,0,0,False,False,,True,BED-000001002,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001003,HOSP-001,DEPT-MED,2026-12-01,2026-12,120,114,113,100,7,3,0,False,False,,True,BED-000001003,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001004,HOSP-001,DEPT-SURG,2026-12-01,2026-12,100,96,94,97,6,4,3,True,True,Occupied exceeds operational capacity,True,BED-000001004,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001005,HOSP-001,DEPT-ICU,2026-12-01,2026-12,24,22,21,20,3,0,0,False,False,,True,BED-000001005,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001006,HOSP-001,DEPT-MED,2026-12-02,2026-12,120,116,114,101,6,5,0,False,False,,True,BED-000001006,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001007,HOSP-001,DEPT-SURG,2026-12-02,2026-12,100,97,93,78,7,1,0,False,False,,True,BED-000001007,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001008,HOSP-001,DEPT-ICU,2026-12-02,2026-12,24,22,21,17,3,0,0,False,False,,True,BED-000001008,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001009,HOSP-001,DEPT-MED,2026-12-03,2026-12,120,119,115,105,5,1,0,False,False,,True,BED-000001009,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001010,HOSP-001,DEPT-SURG,2026-12-03,2026-12,100,91,87,73,13,0,0,False,False,,True,BED-000001010,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001011,HOSP-001,DEPT-ICU,2026-12-03,2026-12,24,21,19,17,5,0,0,False,False,,True,BED-000001011,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001012,HOSP-001,DEPT-MED,2026-12-04,2026-12,120,114,107,97,13,2,0,False,False,,True,BED-000001012,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001013,HOSP-001,DEPT-SURG,2026-12-04,2026-12,100,90,89,92,11,0,3,True,True,Occupied exceeds operational capacity,True,BED-000001013,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001014,HOSP-001,DEPT-ICU,2026-12-04,2026-12,24,22,20,18,4,0,0,False,False,,True,BED-000001014,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001015,HOSP-001,DEPT-MED,2026-12-05,2026-12,120,112,110,105,10,3,0,False,False,,True,BED-000001015,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001016,HOSP-001,DEPT-SURG,2026-12-05,2026-12,100,98,97,95,3,2,0,False,False,,True,BED-000001016,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001017,HOSP-001,DEPT-ICU,2026-12-05,2026-12,24,23,22,22,2,0,0,False,False,,True,BED-000001017,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001018,HOSP-001,DEPT-MED,2026-12-06,2026-12,120,112,103,105,17,3,2,True,True,Occupied exceeds operational capacity,True,BED-000001018,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001019,HOSP-001,DEPT-SURG,2026-12-06,2026-12,100,90,85,83,15,4,0,False,False,,True,BED-000001019,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001020,HOSP-001,DEPT-ICU,2026-12-06,2026-12,24,21,19,15,5,0,0,False,False,,True,BED-000001020,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001021,HOSP-001,DEPT-MED,2026-12-07,2026-12,120,119,113,115,7,5,2,True,True,Occupied exceeds operational capacity,True,BED-000001021,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001022,HOSP-001,DEPT-SURG,2026-12-07,2026-12,100,98,94,78,6,3,0,False,False,,True,BED-000001022,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001023,HOSP-001,DEPT-ICU,2026-12-07,2026-12,24,22,20,20,4,0,0,False,False,,True,BED-000001023,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001024,HOSP-001,DEPT-MED,2026-12-08,2026-12,120,111,106,103,14,1,0,False,False,,True,BED-000001024,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001025,HOSP-001,DEPT-SURG,2026-12-08,2026-12,100,94,87,74,13,2,0,False,False,,True,BED-000001025,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001026,HOSP-001,DEPT-ICU,2026-12-08,2026-12,24,21,20,18,4,0,0,False,False,,True,BED-000001026,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001027,HOSP-001,DEPT-MED,2026-12-09,2026-12,120,109,103,106,17,1,3,True,True,Occupied exceeds operational capacity,True,BED-000001027,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001028,HOSP-001,DEPT-SURG,2026-12-09,2026-12,100,99,92,84,8,2,0,False,False,,True,BED-000001028,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001029,HOSP-001,DEPT-ICU,2026-12-09,2026-12,24,21,20,18,4,0,0,False,False,,True,BED-000001029,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001030,HOSP-001,DEPT-MED,2026-12-10,2026-12,120,109,105,91,15,1,0,False,False,,True,BED-000001030,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001031,HOSP-001,DEPT-SURG,2026-12-10,2026-12,100,90,84,70,16,2,0,False,False,,True,BED-000001031,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001032,HOSP-001,DEPT-ICU,2026-12-10,2026-12,24,21,20,18,4,0,0,False,False,,True,BED-000001032,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001033,HOSP-001,DEPT-MED,2026-12-11,2026-12,120,115,106,101,14,0,0,False,False,,True,BED-000001033,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001034,HOSP-001,DEPT-SURG,2026-12-11,2026-12,100,94,92,90,8,0,0,False,False,,True,BED-000001034,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001035,HOSP-001,DEPT-ICU,2026-12-11,2026-12,24,21,20,16,4,0,0,False,False,,True,BED-000001035,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001036,HOSP-001,DEPT-MED,2026-12-12,2026-12,120,112,108,92,12,2,0,False,False,,True,BED-000001036,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001037,HOSP-001,DEPT-SURG,2026-12-12,2026-12,100,96,95,94,5,1,0,False,False,,True,BED-000001037,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000001038,HOSP-001,DEPT-ICU,2026-12-12,2026-12,24,23,22,20,2,0,0,False,False,,True,BED-000001038,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
