interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 30.00% to 24.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 6.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 18.18% to 14.55%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.64%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 18.18% to 14.55%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.64%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999991%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 15.38% to 12.31%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.08%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 26.10% to 20.88%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 5.22%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 38.89% to 31.11%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 7.78%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999993%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 28.57% to 22.86%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 5.71%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.54% to 13.23%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.31%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 18.27% to 14.62%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.65%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999998%); Expected: Decrease (-19.999999999999996%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 16.00% to 12.80%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 3.20%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 22.22% to 17.78%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.44%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-9.999999999999996%); Expected: Decrease (-19.999999999999993%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 20.00% to 16.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 4.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-34.99999999999999%),Absenteeism adjusted from 13.84% to 11.07%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 2.77%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.000000000000002%); Expected: Decrease (-19.99999999999999%); Higher Intensity: Decrease (-34.99999999999999%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,SCEN-ABS-001,EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Absenteeism Contingency,Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%),Absenteeism adjusted from 30.00% to 24.00%. Reduction: 20.0%. Replacement coverage: 50.0%. Residual exposure: 6.00%.,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Not Assessable,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908 (SCEN-ABS-001): Comparators show Baseline: No Change (0.0%); Conservative: Decrease (-10.0%); Expected: Decrease (-20.0%); Higher Intensity: Decrease (-35.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Not Assessable. Management validation required for assumption accuracy and operational feasibility.
