primary_impact_id,scenario_run_id,approval_package_id,episode_id,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,comparator_type,scenario_family,final_scenario_confidence,impact_classification,effect_direction,evidence_language
PI-SR-BL-CAA7A936D38C352B-COMP-HIGH-001,SR-BL-CAA7A936D38C352B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-DFC54352043A385E-COMP-BASE-001,SR-BL-DFC54352043A385E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,kpi_001,75.0,75.0,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-DFC54352043A385E-COMP-CONS-001,SR-BL-DFC54352043A385E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,kpi_001,75.0,91.66666666666666,2.0,16.666666666666657,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-DFC54352043A385E-COMP-EXP-001,SR-BL-DFC54352043A385E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,kpi_001,75.0,100.0,5.0,25.0,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-DFC54352043A385E-COMP-HIGH-001,SR-BL-DFC54352043A385E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,kpi_001,75.0,100.0,9.0,25.0,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-189E500248EDE815-COMP-BASE-001,SR-BL-189E500248EDE815-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,kpi_001,83.9392353678068,82.92682926829268,0.0,-1.0124060995141235,Decrease,Baseline,Staffing Coverage Adjustment,Low,Small Adverse Change,Adverse,scenario-based difference
PI-SR-BL-189E500248EDE815-COMP-CONS-001,SR-BL-189E500248EDE815-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,kpi_001,83.9392353678068,100.0,2.0,16.060764632193198,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-189E500248EDE815-COMP-EXP-001,SR-BL-189E500248EDE815-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,kpi_001,83.9392353678068,100.0,5.0,16.060764632193198,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-189E500248EDE815-COMP-HIGH-001,SR-BL-189E500248EDE815-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,kpi_001,83.9392353678068,100.0,9.000000000000002,16.060764632193198,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-E46ACAA2117B4B13-COMP-BASE-001,SR-BL-E46ACAA2117B4B13-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,kpi_001,82.84860972360973,83.16831683168317,0.0,0.3197071080734446,Increase,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-E46ACAA2117B4B13-COMP-CONS-001,SR-BL-E46ACAA2117B4B13-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,kpi_001,82.84860972360973,99.00990099009901,2.0,16.161291266489286,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-E46ACAA2117B4B13-COMP-EXP-001,SR-BL-E46ACAA2117B4B13-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,kpi_001,82.84860972360973,100.0,5.0,17.151390276390273,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-E46ACAA2117B4B13-COMP-HIGH-001,SR-BL-E46ACAA2117B4B13-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,kpi_001,82.84860972360973,100.0,9.0,17.151390276390273,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-3085970FCFAE6598-COMP-BASE-001,SR-BL-3085970FCFAE6598-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-3085970FCFAE6598-COMP-CONS-001,SR-BL-3085970FCFAE6598-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-3085970FCFAE6598-COMP-EXP-001,SR-BL-3085970FCFAE6598-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-3085970FCFAE6598-COMP-HIGH-001,SR-BL-3085970FCFAE6598-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-BDDEF6B0E1FF18BC-COMP-BASE-001,SR-BL-BDDEF6B0E1FF18BC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,kpi_001,83.10822510822511,82.75862068965517,0.0,-0.34960441856993896,Decrease,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-BDDEF6B0E1FF18BC-COMP-CONS-001,SR-BL-BDDEF6B0E1FF18BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,kpi_001,83.10822510822511,100.0,2.0,16.891774891774887,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-BDDEF6B0E1FF18BC-COMP-EXP-001,SR-BL-BDDEF6B0E1FF18BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,kpi_001,83.10822510822511,100.0,5.0,16.891774891774887,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-BDDEF6B0E1FF18BC-COMP-HIGH-001,SR-BL-BDDEF6B0E1FF18BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,kpi_001,83.10822510822511,100.0,9.000000000000002,16.891774891774887,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-C336FF5427DF84D8-COMP-BASE-001,SR-BL-C336FF5427DF84D8-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,kpi_001,72.72727272727273,72.72727272727273,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-C336FF5427DF84D8-COMP-CONS-001,SR-BL-C336FF5427DF84D8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,kpi_001,72.72727272727273,90.9090909090909,2.0,18.181818181818173,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-C336FF5427DF84D8-COMP-EXP-001,SR-BL-C336FF5427DF84D8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,kpi_001,72.72727272727273,100.0,5.0,27.272727272727266,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-C336FF5427DF84D8-COMP-HIGH-001,SR-BL-C336FF5427DF84D8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,kpi_001,72.72727272727273,100.0,9.0,27.272727272727266,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-F587D2679E8D8D1B-COMP-BASE-001,SR-BL-F587D2679E8D8D1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-F587D2679E8D8D1B-COMP-CONS-001,SR-BL-F587D2679E8D8D1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,kpi_001,77.77777777777779,100.0,2.0,22.222222222222214,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-F587D2679E8D8D1B-COMP-EXP-001,SR-BL-F587D2679E8D8D1B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-F587D2679E8D8D1B-COMP-HIGH-001,SR-BL-F587D2679E8D8D1B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-06EB9F3F16F87F6B-COMP-BASE-001,SR-BL-06EB9F3F16F87F6B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,kpi_001,87.32638888888889,89.58333333333334,0.0,2.256944444444457,Increase,Baseline,Staffing Coverage Adjustment,Low,Small Directional Improvement,Improvement,scenario-based difference
PI-SR-BL-06EB9F3F16F87F6B-COMP-CONS-001,SR-BL-06EB9F3F16F87F6B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,kpi_001,87.32638888888889,100.0,2.0,12.673611111111114,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-06EB9F3F16F87F6B-COMP-EXP-001,SR-BL-06EB9F3F16F87F6B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,kpi_001,87.32638888888889,100.0,5.0,12.673611111111114,Increase,Expected,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001,SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,kpi_001,87.32638888888889,100.0,9.0,12.673611111111114,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-D0586F0E81DE2802-COMP-BASE-001,SR-BL-D0586F0E81DE2802-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-D0586F0E81DE2802-COMP-CONS-001,SR-BL-D0586F0E81DE2802-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,kpi_001,77.77777777777779,100.0,2.0,22.222222222222214,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D0586F0E81DE2802-COMP-EXP-001,SR-BL-D0586F0E81DE2802-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D0586F0E81DE2802-COMP-HIGH-001,SR-BL-D0586F0E81DE2802-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-969096010C63457B-COMP-BASE-002,SR-BL-969096010C63457B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-969096010C63457B-COMP-CONS-002,SR-BL-969096010C63457B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-969096010C63457B-COMP-EXP-002,SR-BL-969096010C63457B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-969096010C63457B-COMP-HIGH-002,SR-BL-969096010C63457B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-FF275071CC199C1D-COMP-BASE-002,SR-BL-FF275071CC199C1D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,kpi_002,16.666666666666664,16.666666666666664,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-FF275071CC199C1D-COMP-CONS-002,SR-BL-FF275071CC199C1D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,kpi_002,16.666666666666664,14.999999999999998,-1.666666666666666,-9.999999999999998,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-FF275071CC199C1D-COMP-EXP-002,SR-BL-FF275071CC199C1D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,kpi_002,16.666666666666664,13.333333333333332,-3.333333333333332,-19.999999999999996,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-FF275071CC199C1D-COMP-HIGH-002,SR-BL-FF275071CC199C1D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,kpi_002,16.666666666666664,10.833333333333332,-5.833333333333332,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2622B2F5170D6F57-COMP-BASE-002,SR-BL-2622B2F5170D6F57-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-2622B2F5170D6F57-COMP-CONS-002,SR-BL-2622B2F5170D6F57-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-2622B2F5170D6F57-COMP-EXP-002,SR-BL-2622B2F5170D6F57-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-2622B2F5170D6F57-COMP-HIGH-002,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-C9B74F8865C841A1-COMP-BASE-002,SR-BL-C9B74F8865C841A1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,kpi_002,20.555555555555554,20.555555555555554,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-C9B74F8865C841A1-COMP-CONS-002,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,kpi_002,20.555555555555554,18.5,-2.0555555555555536,-9.999999999999991,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-C9B74F8865C841A1-COMP-EXP-002,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,kpi_002,20.555555555555554,16.444444444444443,-4.111111111111111,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-C9B74F8865C841A1-COMP-HIGH-002,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,kpi_002,20.555555555555554,13.36111111111111,-7.194444444444443,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,kpi_002,15.384615384615383,12.307692307692307,-3.0769230769230766,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,kpi_002,15.384615384615383,10.0,-5.384615384615383,-34.99999999999999,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-B45700FF8087B88D-COMP-BASE-002,SR-BL-B45700FF8087B88D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,kpi_002,20.0,20.0,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-B45700FF8087B88D-COMP-CONS-002,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-B45700FF8087B88D-COMP-EXP-002,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-B45700FF8087B88D-COMP-HIGH-002,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,kpi_002,18.75,18.75,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,kpi_002,18.75,16.875,-1.875,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
PI-SR-BL-9F034FA6AFEB31EB-COMP-EXP-002,SR-BL-9F034FA6AFEB31EB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,kpi_002,18.75,15.0,-3.75,-20.0,Decrease,Expected,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-9F034FA6AFEB31EB-COMP-HIGH-002,SR-BL-9F034FA6AFEB31EB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,kpi_002,18.75,12.1875,-6.5625,-35.0,Decrease,Higher Intensity,Absenteeism Contingency,Low,Strong Adverse Change,Adverse,estimated directional improvement
PI-SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,EP-HOSP-001-DEPT-PEX-kpi_002-20260424,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,Baseline,Absenteeism Contingency,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-A0DB19C8B5ADF890-COMP-CONS-002,SR-BL-A0DB19C8B5ADF890-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,EP-HOSP-001-DEPT-PEX-kpi_002-20260424,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,Conservative,Absenteeism Contingency,Low,Moderate Adverse Change,Adverse,estimated operational change
