scenario_run_id,approval_package_id,comparator_type,scenario_family,baseline_validity,assumption_plausibility,numerical_validity,comparator_set_status,governance_compliant,final_validation_status,revision_id,revision_type,revision_timestamp,revision_status
SR-BL-3960628B08FD4EDB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Baseline,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1137,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3960628B08FD4EDB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Conservative,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1138,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3960628B08FD4EDB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Expected,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1139,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3960628B08FD4EDB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Higher Intensity,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1140,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-79B48ACEE595A4FE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1141,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-79B48ACEE595A4FE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1142,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-79B48ACEE595A4FE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1143,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-79B48ACEE595A4FE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1144,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8799DFF4CFD9A522-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1145,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8799DFF4CFD9A522-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1146,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8799DFF4CFD9A522-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1147,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8799DFF4CFD9A522-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1148,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-93FFE139AD57EDF7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1149,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-93FFE139AD57EDF7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1150,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-93FFE139AD57EDF7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1151,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-93FFE139AD57EDF7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1152,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A6FC1D16B597CE2B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1153,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A6FC1D16B597CE2B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1154,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A6FC1D16B597CE2B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1155,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A6FC1D16B597CE2B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1156,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1DA70840F8567175-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1157,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1DA70840F8567175-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1158,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1DA70840F8567175-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1159,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1DA70840F8567175-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1160,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EB898D9326FD37E6-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1161,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EB898D9326FD37E6-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1162,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EB898D9326FD37E6-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1163,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-EB898D9326FD37E6-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1164,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-19149A65686D4F03-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1165,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-19149A65686D4F03-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1166,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-19149A65686D4F03-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1167,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-19149A65686D4F03-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1168,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E513237A24AEEA4-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1169,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E513237A24AEEA4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1170,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E513237A24AEEA4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1171,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2E513237A24AEEA4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1172,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1CE526D285AE659C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1173,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1CE526D285AE659C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1174,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1CE526D285AE659C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1175,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1CE526D285AE659C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1176,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DDD3FFA1684B6E6-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1177,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DDD3FFA1684B6E6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1178,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DDD3FFA1684B6E6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1179,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DDD3FFA1684B6E6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1180,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E2C476FA3A57C725-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1181,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E2C476FA3A57C725-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1182,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E2C476FA3A57C725-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1183,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E2C476FA3A57C725-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1184,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-89DD22282A56088C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1185,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-89DD22282A56088C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1186,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-89DD22282A56088C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1187,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-89DD22282A56088C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1188,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C5D2C5695B684DC1-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1189,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C5D2C5695B684DC1-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1190,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C5D2C5695B684DC1-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1191,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C5D2C5695B684DC1-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1192,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C8E7D25BF661D607-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Baseline,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1193,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C8E7D25BF661D607-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Conservative,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1194,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C8E7D25BF661D607-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Expected,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1195,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C8E7D25BF661D607-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Higher Intensity,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1196,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFA8AC3275555F17-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Conservative,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1197,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFA8AC3275555F17-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Expected,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1198,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFA8AC3275555F17-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Higher Intensity,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1199,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1200,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1201,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1202,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1203,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-49D9FF836B7F98D5-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1204,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-49D9FF836B7F98D5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1205,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-49D9FF836B7F98D5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1206,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1207,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C655127B554A64AE-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1208,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C655127B554A64AE-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1209,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C655127B554A64AE-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1210,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C655127B554A64AE-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1211,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4EB4306376D2F8D1-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1212,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4EB4306376D2F8D1-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1213,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4EB4306376D2F8D1-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1214,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-4EB4306376D2F8D1-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1215,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-1D258A1050219DC6-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1216,Material,2026-07-28T21:56:45.904073,Pending
