financial_input_requirement_id,approval_package_id,management_scenario_package_id,scenario_run_id,scenario_family,intervention_type,required_cost_input,financial_driver,cost_unit,required_period,one_time_or_recurring,direct_or_indirect,expected_input_owner,potential_source,actual_input_available,financial_input_status,missing_input_flag,missing_input_flag,stakeholder_validation_required,governance_warning,matched_input_id
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,SR-BL-8799DFF4CFD9A522-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,SR-BL-93FFE139AD57EDF7-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,SR-BL-93FFE139AD57EDF7-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,SR-BL-A6FC1D16B597CE2B-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,SR-BL-A6FC1D16B597CE2B-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,SR-BL-1DA70840F8567175-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,SR-BL-1DA70840F8567175-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,SR-BL-EB898D9326FD37E6-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,SR-BL-EB898D9326FD37E6-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,SR-BL-19149A65686D4F03-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,SR-BL-19149A65686D4F03-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,SR-BL-2E513237A24AEEA4-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,SR-BL-2E513237A24AEEA4-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,SR-BL-89DD22282A56088C-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,SR-BL-89DD22282A56088C-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,SR-BL-C5D2C5695B684DC1-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,SR-BL-C5D2C5695B684DC1-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,SR-BL-C8E7D25BF661D607-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,SR-BL-C8E7D25BF661D607-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,SR-BL-DFA8AC3275555F17-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,SR-BL-DFA8AC3275555F17-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,SR-BL-0E9B491E04023FAC-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,SR-BL-0E9B491E04023FAC-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,SR-BL-C6AB63DB395A5659-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,SR-BL-C6AB63DB395A5659-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,SR-BL-AE18B99B80CFF239-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,SR-BL-AE18B99B80CFF239-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,SR-BL-6662624678F0790B-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,SR-BL-6662624678F0790B-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,SR-BL-DDACF86B340AC401-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,SR-BL-DDACF86B340AC401-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,SR-BL-8E0C244E3C833C85-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,SR-BL-8E0C244E3C833C85-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,SR-BL-05D2340EF87B4C00-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,SR-BL-05D2340EF87B4C00-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,SR-BL-907FDA5ECAB588F6-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,SR-BL-907FDA5ECAB588F6-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,SR-BL-C0CC38E1771910E5-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,SR-BL-C0CC38E1771910E5-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,SR-BL-B397B6FB8E289FF7-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,SR-BL-B397B6FB8E289FF7-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,SR-BL-E6487F4236B4C28E-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,SR-BL-E6487F4236B4C28E-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
